SampleID,Run,Batch,SuperBatch,CNVControl
N3D7_PLUS_Dd2_k13_10_90_Lowdil1_10_S114,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_Dd2_k13_90_10_Lowdil1_10_S108,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_117_1_S153,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_120_1_S184,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_145_1_S152,ISG4_06232024_022528,2,2,FALSE
N1933669_5_S64,ISG4_06232024_022528,1,1,FALSE
NSPR_EL_244_1_S144,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_266_1_S176,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_269_1_S168,ISG4_06232024_022528,2,2,FALSE
N3D7_PLUS_HB3_50_50_S96,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_99_1_S90,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_069_1_S181,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_290_1_S174,ISG4_06232024_022528,2,2,FALSE
N3D7_PLUS_Dd2_k13_40_60_Lowdil1_10_S112,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_90_10_S93,ISG4_06232024_022528,4,2,FALSE
NDd2_100_S131,ISG4_06232024_022528,2,2,FALSE
N1933965_8_S16,ISG4_06232024_022528,1,1,FALSE
NSPR_EL_030_1_S136,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_087_1_S163,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_092_1_S135,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_198_1_S156,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_017_1_S162,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_045_1_S185,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_230_1_S186,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_240_1_S130,ISG4_06232024_022528,2,2,FALSE
N2026946_3_S66,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_066_1_S150,ISG4_06232024_022528,2,2,FALSE
N1933389_2_S11,ISG4_06232024_022528,1,1,FALSE
NSPR_EL_217_1_S128,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_289_1_S155,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_224_1_S149,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_131_1_S157,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_038_1_S171,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_282_1_S169,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_283_1_S165,ISG4_06232024_022528,2,2,FALSE
N3D7_PLUS_HB3_98_2_S91,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_091_1_S127,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_193_1_S126,ISG4_06232024_022528,2,2,FALSE
N1934031_9_S5,ISG4_06232024_022528,1,1,FALSE
NSPR_EL_061_1_S125,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_257_1_S175,ISG4_06232024_022528,2,2,FALSE
N1934145_3_S25,ISG4_06232024_022528,1,1,FALSE
N1934035_7_S1,ISG4_06232024_022528,1,1,FALSE
N1934074_6_S17,ISG4_06232024_022528,1,1,FALSE
N1933563_6_S47,ISG4_06232024_022528,1,1,FALSE
N1933562_9_S31,ISG4_06232024_022528,1,1,FALSE
N1933463_9_S61,ISG4_06232024_022528,1,1,FALSE
N1934008_1_S122,ISG4_06232024_022528,4,2,FALSE
N1934111_8_S39,ISG4_06232024_022528,1,1,FALSE
N1933995_5_S32,ISG4_06232024_022528,1,1,FALSE
N2026826_8_S253,ISG4_06232024_022528,3,2,FALSE
N1933393_9_S46,ISG4_06232024_022528,1,1,FALSE
N2026545_8_S187,ISG4_06232024_022528,3,2,FALSE
N1934053_1_S33,ISG4_06232024_022528,1,1,FALSE
N1933469_1_S65,ISG4_06232024_022528,1,1,FALSE
N1934054_8_S2,ISG4_06232024_022528,1,1,FALSE
N2026548_9_S209,ISG4_06232024_022528,3,2,FALSE
N2026767_4_S84,ISG4_06232024_022528,4,2,FALSE
N1934068_5_S23,ISG4_06232024_022528,1,1,FALSE
N1934093_7_S40,ISG4_06232024_022528,1,1,FALSE
N2026834_3_S249,ISG4_06232024_022528,3,2,FALSE
N1934091_3_S6,ISG4_06232024_022528,1,1,FALSE
N1933644_2_S35,ISG4_06232024_022528,1,1,FALSE
N1933973_3_S13,ISG4_06232024_022528,1,1,FALSE
N2026538_S210,ISG4_06232024_022528,3,2,FALSE
N2027032_2_S222,ISG4_06232024_022528,3,2,FALSE
N1933443_1_S123,ISG4_06232024_022528,4,2,FALSE
N1933979_5_S51,ISG4_06232024_022528,1,1,FALSE
N2026897_8_S273,ISG4_06232024_022528,3,2,FALSE
N1933465_3_S49,ISG4_06232024_022528,1,1,FALSE
N2026555_7_S269,ISG4_06232024_022528,3,2,FALSE
N1933987_S63,ISG4_06232024_022528,1,1,FALSE
N1933464_6_S50,ISG4_06232024_022528,1,1,FALSE
N1933736_4_S12,ISG4_06232024_022528,1,1,FALSE
N2026646_2_S216,ISG4_06232024_022528,3,2,FALSE
N2026531_1_S197,ISG4_06232024_022528,3,2,FALSE
N1934107_1_S30,ISG4_06232024_022528,1,1,FALSE
N1933451_6_S59,ISG4_06232024_022528,1,1,FALSE
N2026714_8_S243,ISG4_06232024_022528,3,2,FALSE
N1933646_6_S48,ISG4_06232024_022528,1,1,FALSE
N1933587_2_S43,ISG4_06232024_022528,1,1,FALSE
N1934036_4_S4,ISG4_06232024_022528,1,1,FALSE
N1933999_3_S121,ISG4_06232024_022528,4,2,FALSE
N1934141_5_S14,ISG4_06232024_022528,1,1,FALSE
N1817049_8_S44,ISG4_06232024_022528,1,1,FALSE
N2026598_4_S86,ISG4_06232024_022528,4,2,FALSE
N1934130_9_S45,ISG4_06232024_022528,1,1,FALSE
N2026601_1_S75,ISG4_06232024_022528,4,2,FALSE
N1933577_3_S54,ISG4_06232024_022528,1,1,FALSE
N1933643_5_S34,ISG4_06232024_022528,1,1,FALSE
N1934128_6_S38,ISG4_06232024_022528,1,1,FALSE
N2026835_S262,ISG4_06232024_022528,3,2,FALSE
N2027138_1_S238,ISG4_06232024_022528,3,2,FALSE
N2027150_3_S271,ISG4_06232024_022528,3,2,FALSE
N1933706_7_S41,ISG4_06232024_022528,1,1,FALSE
N2027065_S237,ISG4_06232024_022528,3,2,FALSE
N1933665_7_S15,ISG4_06232024_022528,1,1,FALSE
N1934143_9_S29,ISG4_06232024_022528,1,1,FALSE
N2026894_7_S250,ISG4_06232024_022528,3,2,FALSE
N2026696_7_S259,ISG4_06232024_022528,3,2,FALSE
N2026874_9_S280,ISG4_06232024_022528,3,2,FALSE
N1933672_5_S9,ISG4_06232024_022528,1,1,FALSE
N2026636_3_S246,ISG4_06232024_022528,3,2,FALSE
N2027023_S82,ISG4_06232024_022528,4,2,FALSE
N2026947_S270,ISG4_06232024_022528,3,2,FALSE
N2027088_9_S261,ISG4_06232024_022528,3,2,FALSE
N2027489_4_S232,ISG4_06232024_022528,3,2,FALSE
N2027384_2_S188,ISG4_06232024_022528,3,2,FALSE
N2027385_9_S202,ISG4_06232024_022528,3,2,FALSE
NSPR_EL_103_1_S143,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_149_1_S182,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_085_1_S151,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_168_1_S158,ISG4_06232024_022528,2,2,FALSE
N1933640_4_S21,ISG4_06232024_022528,1,1,FALSE
N2026594_6_S78,ISG4_06232024_022528,4,2,FALSE
N2026901_2_S85,ISG4_06232024_022528,4,2,FALSE
N1934009_8_S124,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_247_1_S134,ISG4_06232024_022528,2,2,FALSE
N2026832_9_S278,ISG4_06232024_022528,3,2,FALSE
N2026533_5_S196,ISG4_06232024_022528,3,2,FALSE
N2026623_3_S244,ISG4_06232024_022528,3,2,FALSE
N2026742_1_S81,ISG4_06232024_022528,4,2,FALSE
N2026613_4_S69,ISG4_06232024_022528,4,2,FALSE
N2026909_8_S254,ISG4_06232024_022528,3,2,FALSE
NSPR_EL_141_1_S164,ISG4_06232024_022528,2,2,FALSE
N2026604_2_S87,ISG4_06232024_022528,4,2,FALSE
N2026933_3_S266,ISG4_06232024_022528,3,2,FALSE
NSPR_EL_209_1_S148,ISG4_06232024_022528,2,2,FALSE
N2026828_2_S251,ISG4_06232024_022528,3,2,FALSE
NNega2_S55,ISG4_06232024_022528,1,1,FALSE
NSPR_EL_110_1_S145,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_102_1_S140,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_072_1_S139,ISG4_06232024_022528,2,2,FALSE
N2026610_3_S70,ISG4_06232024_022528,4,2,FALSE
NNega1_S8,ISG4_06232024_022528,1,1,FALSE
NSPR_EL_204_1_S159,ISG4_06232024_022528,2,2,FALSE
NNegd1_S194,ISG4_06232024_022528,3,2,FALSE
NSPR_EL_167_1_S147,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_223_1_S129,ISG4_06232024_022528,2,2,FALSE
N2027066_7_S236,ISG4_06232024_022528,3,2,FALSE
N2026630_1_S255,ISG4_06232024_022528,3,2,FALSE
N1934066_1_S22,ISG4_06232024_022528,1,1,FALSE
