SampleID,Run,Batch,SuperBatch,CNVControl
N1933571_1_S116,ISG2_10182023_074844,3,2,FALSE
N1933584_1_S246,ISG2_10182023_074844,4,2,FALSE
N1939391_9_S123,ISG2_10182023_074844,3,2,FALSE
N1936843_6_S46,ISG2_10182023_074844,2,2,FALSE
N1938603_4_S20,ISG2_10182023_074844,2,2,FALSE
N1933620_6_S192,ISG2_10182023_074844,3,2,FALSE
N1936840_5_S185,ISG2_10182023_074844,3,2,FALSE
N1938738_3_S21,ISG2_10182023_074844,2,2,FALSE
N1938843_4_S131,ISG2_10182023_074844,3,2,FALSE
N1939557_9_S14,ISG2_10182023_074844,2,2,FALSE
N1960384_1_S228,ISG2_10182023_074844,4,2,FALSE
N1960396_4_S286,ISG2_10182023_074844,4,2,FALSE
N1933988_7_S190,ISG2_10182023_074844,3,2,FALSE
N1934994_7_S281,ISG2_10182023_074844,4,2,FALSE
N1934865_S132,ISG2_10182023_074844,3,2,FALSE
N1935674_7_S272,ISG2_10182023_074844,4,2,FALSE
N2011115_1_S292,ISG2_10182023_074844,1,1,FALSE
NNeg2b_S151,ISG2_10182023_074844,3,2,FALSE
NNeg2c_S247,ISG2_10182023_074844,4,2,FALSE
NNeg1c_S200,ISG2_10182023_074844,4,2,FALSE
NNeg2d_S291,ISG2_10182023_074844,1,1,FALSE
NNeg2a_S55,ISG2_10182023_074844,2,2,FALSE
NNeg1a_S8,ISG2_10182023_074844,2,2,FALSE
N1933601_5_S107,ISG3_10192023_074559,2,2,FALSE
N1935124_7_S148,ISG3_10192023_074559,3,2,FALSE
N1939472_5_S157,ISG3_10192023_074559,2,2,FALSE
N1940218_5_S217,ISG3_10192023_074559,3,2,FALSE
N1961516_5_S216,ISG3_10192023_074559,3,2,FALSE
N1939882_2_S249,ISG3_10192023_074559,3,2,FALSE
N1940026_6_S213,ISG3_10192023_074559,3,2,FALSE
N1939294_3_S27,ISG3_10192023_074559,3,2,FALSE
N1941893_3_S51,ISG3_10192023_074559,3,2,FALSE
N1963205_6_S206,ISG3_10192023_074559,3,2,FALSE
N1962449_5_S224,ISG3_10192023_074559,3,2,FALSE
N1939887_7_S204,ISG3_10192023_074559,3,2,FALSE
N1935494_1_S142,ISG3_10192023_074559,3,2,FALSE
N1940025_9_S252,ISG3_10192023_074559,3,2,FALSE
N1963252_S219,ISG3_10192023_074559,3,2,FALSE
N1963296_4_S260,ISG3_10192023_074559,3,2,FALSE
N1963436_4_S202,ISG3_10192023_074559,3,2,FALSE
N1939345_2_S91,ISG3_10192023_074559,3,2,FALSE
N1939381_S25,ISG3_10192023_074559,2,2,FALSE
N1963295_7_S269,ISG3_10192023_074559,2,2,FALSE
N1939881_5_S227,ISG3_10192023_074559,3,2,FALSE
N1939625_5_S169,ISG3_10192023_074559,3,2,FALSE
N1939630_9_S178,ISG3_10192023_074559,3,2,FALSE
N1936582_4_S2,ISG3_10192023_074559,3,2,FALSE
N1962553_9_S244,ISG3_10192023_074559,2,2,FALSE
N1940376_2_S95,ISG3_10192023_074559,3,2,FALSE
N1941894_S115,ISG3_10192023_074559,3,2,FALSE
N1940329_8_S92,ISG3_10192023_074559,3,2,FALSE
N1940522_3_S17,ISG3_10192023_074559,3,2,FALSE
N1939668_2_S94,ISG3_10192023_074559,3,2,FALSE
N1933580_3_S37,ISG3_10192023_074559,2,2,FALSE
N1939610_1_S98,ISG3_10192023_074559,3,2,FALSE
N1962472_3_S130,ISG3_10192023_074559,2,2,FALSE
N1941891_9_S5,ISG3_10192023_074559,3,2,FALSE
N1936841_2_S46,ISG3_10192023_074559,3,2,FALSE
N1963761_7_S133,ISG3_10192023_074559,2,2,FALSE
N1942014_1_S112,ISG3_10192023_074559,3,2,FALSE
N1963847_8_S211,ISG3_10192023_074559,2,2,FALSE
N1963735_8_S132,ISG3_10192023_074559,3,2,FALSE
N1963707_5_S258,ISG3_10192023_074559,3,2,FALSE
N1963732_7_S134,ISG3_10192023_074559,3,2,FALSE
N1942254_1_S118,ISG3_10192023_074559,3,2,FALSE
N1963661_S175,ISG3_10192023_074559,3,2,FALSE
N1934115_6_S39,ISG3_10192023_074559,2,2,FALSE
N1963476_S72,ISG3_10192023_074559,3,2,FALSE
N1933656_5_S36,ISG3_10192023_074559,3,2,FALSE
N1962422_8_S255,ISG3_10192023_074559,2,2,FALSE
N1962387_S205,ISG3_10192023_074559,3,2,FALSE
N1961238_6_S250,ISG3_10192023_074559,3,2,FALSE
N1961311_6_S264,ISG3_10192023_074559,3,2,FALSE
N1942252_7_S113,ISG3_10192023_074559,3,2,FALSE
N1961257_7_S232,ISG3_10192023_074559,3,2,FALSE
N1963600_9_S71,ISG3_10192023_074559,2,2,FALSE
N1942395_1_S42,ISG3_10192023_074559,3,2,FALSE
N1961076_4_S124,ISG3_10192023_074559,3,2,FALSE
N1991364_3_S166,ISG3_10192023_074559,3,2,FALSE
N1935524_5_S82,ISG3_10192023_074559,3,2,FALSE
N1942157_5_S11,ISG3_10192023_074559,3,2,FALSE
N1961039_9_S125,ISG3_10192023_074559,3,2,FALSE
N1941898_8_S3,ISG3_10192023_074559,3,2,FALSE
N1959384_5_S123,ISG3_10192023_074559,3,2,FALSE
N1961150_1_S60,ISG3_10192023_074559,2,2,FALSE
N1991611_8_S165,ISG3_10192023_074559,3,2,FALSE
N1991191_5_S156,ISG3_10192023_074559,3,2,FALSE
N1941914_5_S6,ISG3_10192023_074559,3,2,FALSE
N1963532_3_S137,ISG3_10192023_074559,2,2,FALSE
N1991192_2_S155,ISG3_10192023_074559,2,2,FALSE
N1935102_5_S75,ISG3_10192023_074559,3,2,FALSE
N1963650_4_S138,ISG3_10192023_074559,2,2,FALSE
N1959560_3_S61,ISG3_10192023_074559,3,2,FALSE
N1961313_S68,ISG3_10192023_074559,3,2,FALSE
N1941899_5_S4,ISG3_10192023_074559,3,2,FALSE
N1959571_9_S174,ISG3_10192023_074559,3,2,FALSE
N1959696_9_S54,ISG3_10192023_074559,3,2,FALSE
N1961153_2_S62,ISG3_10192023_074559,3,2,FALSE
NNeg1c_S200,ISG3_10192023_074559,4,2,FALSE
N1990328_6_S88,ISG3_10192023_074559,3,2,FALSE
N1961183_9_S119,ISG3_10192023_074559,2,2,FALSE
N1936047_8_S80,ISG3_10192023_074559,3,2,FALSE
N1961513_4_S221,ISG3_10192023_074559,2,2,FALSE
N1961915_6_S267,ISG3_10192023_074559,2,2,FALSE
N3D7plusHB3_k135_95_S192,ISG3_10192023_074559,3,2,FALSE
N1962224_8_S266,ISG3_10192023_074559,3,2,FALSE
N1962599_7_S207,ISG3_10192023_074559,3,2,FALSE
N1961196_9_S122,ISG3_10192023_074559,3,2,FALSE
N1991536_4_S22,ISG3_10192023_074559,3,2,FALSE
N1961388_8_S265,ISG3_10192023_074559,3,2,FALSE
N3D7100Kc_S199,ISG3_10192023_074559,4,2,TRUE
N1933456_1_S99,ISG3_10192023_074559,3,2,FALSE
N1962050_3_S226,ISG3_10192023_074559,3,2,FALSE
N1963705_1_S254,ISG3_10192023_074559,3,2,FALSE
N1961389_5_S222,ISG3_10192023_074559,3,2,FALSE
N1962219_4_S238,ISG3_10192023_074559,3,2,FALSE
N1959253_4_S59,ISG3_10192023_074559,2,2,FALSE
N1961125_9_S65,ISG3_10192023_074559,3,2,FALSE
N1961713_8_S240,ISG3_10192023_074559,2,2,FALSE
N1963160_8_S230,ISG3_10192023_074559,3,2,FALSE
NFIND_1_S277,ISG3_10192023_074559,3,2,FALSE
N1959793_5_S63,ISG3_10192023_074559,2,2,FALSE
N1936849_8_S52,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k13100i_S195,ISG3_10192023_074559,3,2,FALSE
N1963747_1_S135,ISG3_10192023_074559,3,2,FALSE
N1961543_1_S256,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k1340_60_S189,ISG3_10192023_074559,3,2,FALSE
N1961828_9_S129,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k1395_5_S184,ISG3_10192023_074559,3,2,FALSE
N1962223_1_S203,ISG3_10192023_074559,2,2,FALSE
N1962279_8_S67,ISG3_10192023_074559,2,2,FALSE
N3D7100Ka_S7,ISG3_10192023_074559,2,2,TRUE
N1963597_2_S66,ISG3_10192023_074559,2,2,FALSE
N1935551_1_S81,ISG3_10192023_074559,3,2,FALSE
N1933600_8_S105,ISG3_10192023_074559,2,2,FALSE
N3D7plusHB3_k1399_1_S182,ISG3_10192023_074559,2,2,FALSE
NNeg2a_S55,ISG3_10192023_074559,2,2,FALSE
N1962450_1_S214,ISG3_10192023_074559,3,2,FALSE
N3D7100Kb_S103,ISG3_10192023_074559,3,2,FALSE
N1962476_1_S73,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k1325_75_S190,ISG3_10192023_074559,3,2,FALSE
N1962433_4_S208,ISG3_10192023_074559,3,2,FALSE
N1935121_6_S78,ISG3_10192023_074559,3,2,FALSE
N1962431_S236,ISG3_10192023_074559,3,2,FALSE
N1962435_8_S263,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k13100_S181,ISG3_10192023_074559,3,2,TRUE
N1964204_8_S259,ISG3_10192023_074559,3,2,FALSE
N1963900_S271,ISG3_10192023_074559,2,2,FALSE
N1964222_2_S273,ISG3_10192023_074559,2,2,FALSE
N1962546_1_S220,ISG3_10192023_074559,3,2,FALSE
N1962554_6_S251,ISG3_10192023_074559,3,2,FALSE
N1962430_3_S241,ISG3_10192023_074559,3,2,FALSE
N1962423_5_S242,ISG3_10192023_074559,3,2,FALSE
N1933740_1_S31,ISG3_10192023_074559,3,2,FALSE
NPM2_2_S275,ISG3_10192023_074559,2,2,FALSE
N3D7plusHB3_k1310_90_S191,ISG3_10192023_074559,3,2,FALSE
N1962820_2_S233,ISG3_10192023_074559,3,2,FALSE
N1963294_S272,ISG3_10192023_074559,2,2,FALSE
N1963851_5_S197,ISG3_10192023_074559,3,2,FALSE
NFIND_4_S280,ISG3_10192023_074559,3,2,FALSE
N1963214_8_S257,ISG3_10192023_074559,3,2,FALSE
N1936844_3_S43,ISG3_10192023_074559,3,2,FALSE
N1963450_S261,ISG3_10192023_074559,3,2,FALSE
N1990432_S163,ISG3_10192023_074559,2,2,FALSE
NFIND_3_S279,ISG3_10192023_074559,3,2,FALSE
N1940432_5_S18,ISG3_10192023_074559,2,2,FALSE
N1962607_9_S253,ISG3_10192023_074559,3,2,FALSE
N1991186_1_S158,ISG3_10192023_074559,2,2,FALSE
NFIND_2_S278,ISG3_10192023_074559,3,2,FALSE
N1942591_7_S45,ISG3_10192023_074559,2,2,FALSE
N1961518_9_S210,ISG3_10192023_074559,2,2,FALSE
N1962818_9_S223,ISG3_10192023_074559,3,2,FALSE
N1936303_5_S13,ISG3_10192023_074559,3,2,FALSE
N1963453_1_S228,ISG3_10192023_074559,3,2,FALSE
N1979146_3_S168,ISG3_10192023_074559,3,2,FALSE
N3D710kc_S248,ISG3_10192023_074559,4,2,TRUE
N1962845_5_S239,ISG3_10192023_074559,3,2,FALSE
N1942253_4_S49,ISG3_10192023_074559,2,2,FALSE
N1963454_8_S201,ISG3_10192023_074559,3,2,FALSE
N1963501_9_S139,ISG3_10192023_074559,3,2,FALSE
N1963739_6_S136,ISG3_10192023_074559,3,2,FALSE
N1990598_3_S164,ISG3_10192023_074559,3,2,FALSE
N1991614_9_S167,ISG3_10192023_074559,3,2,FALSE
N1933719_7_S15,ISG3_10192023_074559,3,2,FALSE
N1991612_5_S159,ISG3_10192023_074559,3,2,FALSE
N3D710ka_S56,ISG3_10192023_074559,2,2,TRUE
N1963124_S127,ISG3_10192023_074559,3,2,FALSE
N3D710kb_S152,ISG3_10192023_074559,3,2,TRUE
NPM2_1_S274,ISG3_10192023_074559,3,2,FALSE
N1963153_S243,ISG3_10192023_074559,3,2,FALSE
N1963848_5_S69,ISG3_10192023_074559,3,2,FALSE
N1979143_2_S180,ISG3_10192023_074559,3,2,FALSE
N1991561_6_S24,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k1390_10_S185,ISG3_10192023_074559,3,2,FALSE
N1939359_9_S97,ISG3_10192023_074559,3,2,FALSE
N1963752_5_S131,ISG3_10192023_074559,3,2,FALSE
N1981810_8_S28,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k132_98_S193,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k1375_25_S186,ISG3_10192023_074559,3,2,FALSE
N1963208_7_S128,ISG3_10192023_074559,3,2,FALSE
N1991098_7_S160,ISG3_10192023_074559,2,2,FALSE
N1991498_5_S89,ISG3_10192023_074559,3,2,FALSE
N1991394_S162,ISG3_10192023_074559,3,2,FALSE
N1991535_7_S21,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k1350_50_S188,ISG3_10192023_074559,3,2,FALSE
N1936300_4_S1,ISG3_10192023_074559,2,2,FALSE
N1991418_3_S26,ISG3_10192023_074559,3,2,FALSE
N1963859_1_S209,ISG3_10192023_074559,2,2,FALSE
N3DplusHB3_k1360_40_S187,ISG3_10192023_074559,3,2,FALSE
N1991663_7_S23,ISG3_10192023_074559,2,2,FALSE
N1964205_5_S196,ISG3_10192023_074559,2,2,FALSE
NPM2_4_S276,ISG3_10192023_074559,2,2,FALSE
N1942699_S10,ISG3_10192023_074559,2,2,FALSE
N1960741_2_S58,ISG3_10192023_074559,2,2,FALSE
N1979144_9_S179,ISG3_10192023_074559,2,2,FALSE
N1990224_1_S90,ISG3_10192023_074559,2,2,FALSE
N1935292_3_S153,ISG3_10192023_074559,3,2,FALSE
N3D7plusHB3_k131_99_S194,ISG3_10192023_074559,2,2,FALSE
N1933458_5_S101,ISG3_10192023_074559,3,2,FALSE
N1933457_8_S100,ISG3_10192023_074559,2,2,FALSE
N1933561_2_S173,ISG3_10192023_074559,2,2,FALSE
N1936543_5_S109,ISG3_10192023_074559,2,2,FALSE
N1933671_8_S108,ISG3_10192023_074559,3,2,FALSE
N1933718_S14,ISG3_10192023_074559,2,2,FALSE
N1933390_8_S33,ISG3_10192023_074559,3,2,FALSE
N1936050_8_S154,ISG3_10192023_074559,3,2,FALSE
N1936041_6_S85,ISG3_10192023_074559,3,2,FALSE
N1933742_5_S30,ISG3_10192023_074559,2,2,FALSE
N1934960_2_S145,ISG3_10192023_074559,3,2,FALSE
N1936967_9_S48,ISG3_10192023_074559,3,2,FALSE
N1936847_4_S44,ISG3_10192023_074559,3,2,FALSE
N1936492_6_S47,ISG3_10192023_074559,2,2,FALSE
N1959566_5_S120,ISG3_10192023_074559,3,2,FALSE
N1934050_S102,ISG3_10192023_074559,2,2,FALSE
N1933657_2_S172,ISG3_10192023_074559,3,2,FALSE
N1933407_3_S106,ISG3_10192023_074559,2,2,FALSE
N1934155_2_S34,ISG3_10192023_074559,2,2,FALSE
N1936159_8_S110,ISG3_10192023_074559,3,2,FALSE
N1934112_5_S171,ISG3_10192023_074559,3,2,FALSE
N1936846_7_S111,ISG3_10192023_074559,3,2,FALSE
N1935808_6_S144,ISG3_10192023_074559,3,2,FALSE
N1928258_9_S140,ISG3_10192023_074559,3,2,FALSE
N1935373_9_S176,ISG3_10192023_074559,3,2,FALSE
N1935810_9_S146,ISG3_10192023_074559,2,2,FALSE
N1935476_7_S76,ISG3_10192023_074559,3,2,FALSE
N1936903_7_S53,ISG3_10192023_074559,3,2,FALSE
N1933960_3_S41,ISG3_10192023_074559,2,2,FALSE
N1961207_2_S126,ISG3_10192023_074559,2,2,FALSE
N1933635_S38,ISG3_10192023_074559,3,2,FALSE
N1942399_9_S117,ISG3_10192023_074559,3,2,FALSE
N1936048_5_S87,ISG3_10192023_074559,3,2,FALSE
N1934099_9_S40,ISG3_10192023_074559,3,2,FALSE
N1936302_8_S114,ISG3_10192023_074559,3,2,FALSE
N1939585_2_S19,ISG3_10192023_074559,3,2,FALSE
N1934897_1_S74,ISG3_10192023_074559,3,2,FALSE
N1961161_7_S64,ISG3_10192023_074559,3,2,FALSE
N1936157_4_S9,ISG3_10192023_074559,3,2,FALSE
N1939608_8_S20,ISG3_10192023_074559,2,2,FALSE
N1937094_1_S50,ISG3_10192023_074559,3,2,FALSE
N1936540_4_S12,ISG3_10192023_074559,3,2,FALSE
N1934947_3_S177,ISG3_10192023_074559,3,2,FALSE
N1961507_3_S212,ISG3_10192023_074559,3,2,FALSE
N1935291_6_S84,ISG3_10192023_074559,3,2,FALSE
N1934158_3_S32,ISG3_10192023_074559,2,2,FALSE
N1961509_7_S229,ISG3_10192023_074559,2,2,FALSE
N1935599_3_S16,ISG3_10192023_074559,3,2,FALSE
N1928302_9_S141,ISG3_10192023_074559,3,2,FALSE
N1934102_6_S170,ISG3_10192023_074559,2,2,FALSE
N1933727_2_S35,ISG3_10192023_074559,3,2,FALSE
N1940620_6_S246,ISG3_10192023_074559,2,2,FALSE
N1962432_7_S235,ISG3_10192023_074559,3,2,FALSE
N1961515_8_S225,ISG3_10192023_074559,3,2,FALSE
N1962228_6_S237,ISG3_10192023_074559,3,2,FALSE
N1962420_4_S268,ISG3_10192023_074559,2,2,FALSE
N1935228_2_S86,ISG3_10192023_074559,3,2,FALSE
N1935255_8_S79,ISG3_10192023_074559,2,2,FALSE
N1961572_1_S245,ISG3_10192023_074559,3,2,FALSE
N1935350_S83,ISG3_10192023_074559,2,2,FALSE
N1962059_6_S215,ISG3_10192023_074559,3,2,FALSE
N1959577_1_S121,ISG3_10192023_074559,3,2,FALSE
N1935773_7_S77,ISG3_10192023_074559,3,2,FALSE
N1961557_8_S262,ISG3_10192023_074559,3,2,FALSE
N1961624_7_S231,ISG3_10192023_074559,2,2,FALSE
N1941932_9_S116,ISG3_10192023_074559,3,2,FALSE
N1935856_7_S147,ISG3_10192023_074559,3,2,FALSE
N1938693_5_S149,ISG3_10192023_074559,3,2,FALSE
N1934663_2_S143,ISG3_10192023_074559,3,2,FALSE
N1938819_9_S150,ISG3_10192023_074559,3,2,FALSE
N1939339_1_S96,ISG3_10192023_074559,3,2,FALSE
N1961780_S70,ISG3_10192023_074559,2,2,FALSE
N1962310_8_S270,ISG3_10192023_074559,2,2,FALSE
N1939346_9_S93,ISG3_10192023_074559,3,2,FALSE
N1959493_4_S57,ISG3_10192023_074559,2,2,FALSE
N1939525_8_S29,ISG3_10192023_074559,3,2,FALSE
N1940027_3_S198,ISG3_10192023_074559,3,2,FALSE
N1939468_8_S161,ISG3_10192023_074559,3,2,FALSE
NNeg1a_S8,ISG3_10192023_074559,2,2,FALSE
N1962445_7_S234,ISG3_10192023_074559,3,2,FALSE
N1962442_6_S218,ISG3_10192023_074559,3,2,FALSE
NNeg1b_S104,ISG3_10192023_074559,3,2,FALSE
NNeg2b_S151,ISG3_10192023_074559,3,2,FALSE
NNeg2c_S247,ISG3_10192023_074559,4,2,FALSE
N1933663_3_S37,ISG4_06232024_022528,1,1,FALSE
N1933459_2_S60,ISG4_06232024_022528,1,1,FALSE
N2026944_9_S235,ISG4_06232024_022528,3,2,FALSE
N2026734_6_S276,ISG4_06232024_022528,3,2,FALSE
N2027071_1_S247,ISG4_06232024_022528,3,2,FALSE
N2027080_3_S248,ISG4_06232024_022528,3,2,FALSE
N2027108_4_S272,ISG4_06232024_022528,3,2,FALSE
N2027376_7_S198,ISG4_06232024_022528,3,2,FALSE
N1933599_5_S27,ISG4_06232024_022528,1,1,FALSE
N2026984_5_S215,ISG4_06232024_022528,3,2,FALSE
N1933460_8_S58,ISG4_06232024_022528,1,1,FALSE
N1933967_2_S10,ISG4_06232024_022528,1,1,FALSE
N1934147_7_S19,ISG4_06232024_022528,1,1,FALSE
N2027386_6_S230,ISG4_06232024_022528,3,2,FALSE
N2027052_S219,ISG4_06232024_022528,3,2,FALSE
N2026915_9_S88,ISG4_06232024_022528,4,2,FALSE
N2026898_5_S275,ISG4_06232024_022528,3,2,FALSE
N2026750_6_S80,ISG4_06232024_022528,4,2,FALSE
N2027089_6_S192,ISG4_06232024_022528,3,2,FALSE
N2026608_S74,ISG4_06232024_022528,4,2,FALSE
N1934071_5_S20,ISG4_06232024_022528,1,1,FALSE
N2027115_2_S221,ISG4_06232024_022528,3,2,FALSE
N2027051_3_S274,ISG4_06232024_022528,3,2,FALSE
N2027062_9_S207,ISG4_06232024_022528,3,2,FALSE
N2027144_2_S267,ISG4_06232024_022528,3,2,FALSE
N2027061_2_S217,ISG4_06232024_022528,3,2,FALSE
N2027068_1_S234,ISG4_06232024_022528,3,2,FALSE
N2026603_5_S79,ISG4_06232024_022528,4,2,FALSE
N2027067_4_S83,ISG4_06232024_022528,4,2,FALSE
N2026751_3_S71,ISG4_06232024_022528,4,2,FALSE
N1933461_5_S53,ISG4_06232024_022528,1,1,FALSE
N2026689_9_S76,ISG4_06232024_022528,4,2,FALSE
N2026692_9_S77,ISG4_06232024_022528,4,2,FALSE
N2027485_6_S257,ISG4_06232024_022528,3,2,FALSE
N2027520_4_S201,ISG4_06232024_022528,3,2,FALSE
N2027490_S242,ISG4_06232024_022528,3,2,FALSE
N2076168_4_S229,ISG4_06232024_022528,3,2,FALSE
N1933717_3_S42,ISG4_06232024_022528,1,1,FALSE
N2076232_2_S263,ISG4_06232024_022528,3,2,FALSE
N2027081_S252,ISG4_06232024_022528,3,2,FALSE
N2027519_8_S200,ISG4_06232024_022528,3,2,FALSE
N3D7_1Kb_S120,ISG4_06232024_022528,4,2,TRUE
N2027111_4_S212,ISG4_06232024_022528,3,2,FALSE
N2027387_3_S277,ISG4_06232024_022528,3,2,FALSE
N2027515_S228,ISG4_06232024_022528,3,2,FALSE
N3D7_100a_S56,ISG4_06232024_022528,1,1,TRUE
N1934026_5_S62,ISG4_06232024_022528,1,1,FALSE
N2027099_5_S264,ISG4_06232024_022528,3,2,FALSE
N2065220_3_S208,ISG4_06232024_022528,3,2,FALSE
N2027470_2_S225,ISG4_06232024_022528,3,2,FALSE
N2027249_4_S260,ISG4_06232024_022528,3,2,FALSE
N2065325_5_S231,ISG4_06232024_022528,3,2,FALSE
N2027523_5_S204,ISG4_06232024_022528,3,2,FALSE
N2076211_7_S279,ISG4_06232024_022528,3,2,FALSE
N2076208_7_S206,ISG4_06232024_022528,3,2,FALSE
N2076381_7_S258,ISG4_06232024_022528,3,2,FALSE
N3D7_100b_S72,ISG4_06232024_022528,4,2,FALSE
N1933424_S57,ISG4_06232024_022528,1,1,FALSE
N2027340_8_S199,ISG4_06232024_022528,3,2,FALSE
N2027518_1_S220,ISG4_06232024_022528,3,2,FALSE
N2076223_S218,ISG4_06232024_022528,3,2,FALSE
N2027517_4_S223,ISG4_06232024_022528,3,2,FALSE
N3D7_PLUS_Dd2_k13_60_40_Lowdil1_10_S110,ISG4_06232024_022528,4,2,FALSE
N2027105_3_S227,ISG4_06232024_022528,3,2,FALSE
N2027169_5_S211,ISG4_06232024_022528,3,2,FALSE
N2027391_S195,ISG4_06232024_022528,3,2,FALSE
N2065173_2_S189,ISG4_06232024_022528,3,2,FALSE
N1933990_S52,ISG4_06232024_022528,1,1,FALSE
N3D7_PLUS_Dd2_k13_100_Lowdil1_10_S104,ISG4_06232024_022528,4,2,TRUE
N3D7_PLUS_Dd2_k13_1_99_Lowdil1_10_S117,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_Dd2_k13_2_98_Lowdil1_10_S116,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_1_99_S102,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_75_25_S94,ISG4_06232024_022528,4,2,FALSE
N2065357_6_S68,ISG4_06232024_022528,4,2,FALSE
N2027392_7_S190,ISG4_06232024_022528,3,2,FALSE
N2027527_3_S203,ISG4_06232024_022528,3,2,FALSE
N2076163_9_S224,ISG4_06232024_022528,3,2,FALSE
N2076254_4_S226,ISG4_06232024_022528,3,2,FALSE
N1933723_4_S3,ISG4_06232024_022528,1,1,FALSE
N3D7_PLUS_Dd2_k13_95_5_Lowdil1_10_S107,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_100_S89,ISG4_06232024_022528,4,2,TRUE
N2026968_5_S265,ISG4_06232024_022528,3,2,FALSE
N3D7_PLUS_Dd2_k13_100i_Lowdil1_10_S118,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_Dd2_k13_25_75_Lowdil1_10_S113,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_60_40_S95,ISG4_06232024_022528,4,2,FALSE
N2027130_5_S191,ISG4_06232024_022528,3,2,FALSE
N3D7_PLUS_Dd2_k13_50_50_Lowdil1_10_S111,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_25_75_S98,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_100i_S103,ISG4_06232024_022528,4,2,FALSE
N1934072_2_S18,ISG4_06232024_022528,1,1,FALSE
N3D7_PLUS_HB3_2_98_S101,ISG4_06232024_022528,4,2,FALSE
N3D7_1Ka_S7,ISG4_06232024_022528,1,1,FALSE
N1934017_3_S28,ISG4_06232024_022528,1,1,FALSE
NSPR_EL_033_1_S146,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_099_1_S178,ISG4_06232024_022528,2,2,FALSE
N2027156_5_S268,ISG4_06232024_022528,3,2,FALSE
N2027162_6_S239,ISG4_06232024_022528,3,2,FALSE
N2076174_5_S233,ISG4_06232024_022528,3,2,FALSE
N1934049_4_S36,ISG4_06232024_022528,1,1,FALSE
N3D7_PLUS_HB3_5_95_S100,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_007_1_S133,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_267_1_S170,ISG4_06232024_022528,2,2,FALSE
N3D7_PLUS_Dd2_k13_99_1_Lowdil1_10_S105,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_052_1_S167,ISG4_06232024_022528,2,2,FALSE
N1934153_8_S26,ISG4_06232024_022528,1,1,FALSE
NSPR_EL_115_1_S137,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_272_1_S138,ISG4_06232024_022528,2,2,FALSE
N2027072_8_S205,ISG4_06232024_022528,3,2,FALSE
N3D7_PLUS_HB3_10_90_S99,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_40_60_S97,ISG4_06232024_022528,4,2,FALSE
NDd2_1Kd_S193,ISG4_06232024_022528,3,2,FALSE
NDd2_100d_S241,ISG4_06232024_022528,3,2,FALSE
NSPR_EL_295_1_S166,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_107_1_S173,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_093_1_S142,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_179_1_S183,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_262_1_S161,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_187_1_S172,ISG4_06232024_022528,2,2,FALSE
N2027464_1_S281,ISG4_06232024_022528,3,2,FALSE
N2076230_8_S67,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_222_1_S154,ISG4_06232024_022528,2,2,FALSE
N3D7_PLUS_Dd2_k13_75_25_Lowdil1_10_S109,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_277_1_S141,ISG4_06232024_022528,2,2,FALSE
N1934083_8_S24,ISG4_06232024_022528,1,1,FALSE
N3D7_PLUS_Dd2_k13_5_95_Lowdil1_10_S115,ISG4_06232024_022528,4,2,FALSE
N3D7_PLUS_HB3_95_5_S92,ISG4_06232024_022528,4,2,FALSE
NSPR_EL_031_1_S177,ISG4_06232024_022528,2,2,FALSE
NSPR_EL_261_1_S160,ISG4_06232024_022528,2,2,FALSE
N3D7_PLUS_Dd2_k13_98_2_Lowdil1_10_S106,ISG4_06232024_022528,4,2,FALSE
